TerminalID,ProjectID,ComboID,Wiki,Name,Facility,Country,Status,OtherNames,Parent,StartYear1,StartYear2,StartYear3,StopYear,Capacity,CapacityUnits,CapacityInMtpa,Region,Location,Prefecture/District,State/Province,Latitude,Longitude,Accuracy,FID,FIDYear,Floating
T0424,0,T042400,https://www.gem.wiki/Eagle_FLNG_Terminal,Eagle FLNG Terminal,Import,Albania,Cancelled,,Gruppo Falcone,,,,,8.1,mtpa,8.1,Europe,Levan,Fier,,40.683333,19.483333,approximate,,,yes
T0426,0,T042600,https://www.gem.wiki/Fluxys_Zeebrugge_LNG_Terminal,Zeebrugge LNG Terminal,Import,Belgium,Operating,,Fluxys (100%),1987,2018,,,6.6,mtpa,6.6,Europe,Zeebrugge,Bruges,West Flanders,51.353,3.22241,exact,,,
T0426,1,T042601,https://www.gem.wiki/Fluxys_Zeebrugge_LNG_Terminal,"Zeebrugge LNG Terminal, 2024 Expansion",Import,Belgium,Proposed,,Fluxys (100%),2024,,,,4.7,mtpa,4.7,Europe,Zeebrugge,Bruges,West Flanders,51.353,3.22241,exact,FID,2021,
T0426,2,T042602,https://www.gem.wiki/Fluxys_Zeebrugge_LNG_Terminal,"Zeebrugge LNG Terminal, 2026 Expansion",Import,Belgium,Proposed,,Fluxys (100%),2026,,,,1.3,mtpa,1.3,Europe,Zeebrugge,Bruges,West Flanders,51.353,3.22241,exact,FID,2021,
T0428,0,T042800,https://www.gem.wiki/Adria_LNG_Terminal,Adria LNG Terminal,Import,Croatia,Cancelled,,E.ON; OMV; Total S.A.; RWE AG; Geoplin,,,,,7,mtpa,7,Europe,"Omi�alj, Krk Island",,Primorje-Gorski Kotar,45.211944,14.554167,approximate,,,
T0430,0,T043000,https://www.gem.wiki/Hrvatska_LNG_Terminal,Krk LNG Terminal,Import,Croatia,Operating,"Hrvatska LNG Terminal, LNG Croatia",HEP Grupa (85%); Plinacro (15%),2021,,,,2,mtpa,2,Europe,"Omi�alj, Krk Island",,Primorje-Gorski Kotar,45.188543,14.545081,approximate,FID,,yes
T0430,1,T043001,https://www.gem.wiki/Hrvatska_LNG_Terminal,Krk LNG Terminal Phase 2,Import,Croatia,Proposed,"Hrvatska LNG Terminal, LNG Croatia",HEP Grupa (85%); Plinacro (15%),2027,,,,3.2,mtpa,3.2,Europe,"Omi�alj, Krk Island",,Primorje-Gorski Kotar,45.188543,14.545081,approximate,Pre-FID,,yes
T0432,0,T043200,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal (Import),Import,Cyprus,|,"Vassiliko FSRU Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA (100%),2023,,,,0.6,mtpa,0.6,Europe,Vasilikos,,,34.712094,33.301556,approximate,Pre-FID,,yes
T0432,1,T043201,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal (Export) T1,Export,Cyprus,Cancelled,"Vassiliko FSRU Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA (100%),2021,,,,0.63,mtpa,0.63,Europe,Vasilikos,,,34.712094,33.301556,approximate,Pre-FID,,
T0432,2,T043202,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal (Export) T2,Export,Cyprus,Cancelled,"Vassiliko FSRU Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA (100%),2021,,,,0.63,mtpa,0.63,Europe,Vasilikos,,,34.712094,33.301556,approximate,Pre-FID,,
T0432,3,T043203,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal (Export) T3,Export,Cyprus,Cancelled,"Vassiliko FSRU Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA (100%),2021,,,,0.63,mtpa,0.63,Europe,Vasilikos,,,34.712094,33.301556,approximate,Pre-FID,,
T0432,4,T043204,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal (Export) T4,Export,Cyprus,Cancelled,"Vassiliko FSRU Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA (100%),2021,,,,0.63,mtpa,0.63,Europe,Vasilikos,,,34.712094,33.301556,approximate,Pre-FID,,
T0432,5,T043205,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal (Export) T5,Export,Cyprus,Cancelled,"Vassiliko FSRU Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA (100%),2021,,,,0.63,mtpa,0.63,Europe,Vasilikos,,,34.712094,33.301556,approximate,Pre-FID,,
T0432,6,T043206,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal (Export) T6,Export,Cyprus,Cancelled,"Vassiliko FSRU Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA (100%),2021,,,,0.63,mtpa,0.63,Europe,Vasilikos,,,34.712094,33.301556,approximate,Pre-FID,,
T0432,7,T043207,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal (Export) T7,Export,Cyprus,Cancelled,"Vassiliko FSRU Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA (100%),2021,,,,0.63,mtpa,0.63,Europe,Vasilikos,,,34.712094,33.301556,approximate,Pre-FID,,
T0432,8,T043208,https://www.gem.wiki/Cyprus_LNG_Terminal,Cyprus LNG Terminal (Export) T8,Export,Cyprus,Cancelled,"Vassiliko FSRU Terminal, Gas2EU Project Terminal, CyprusGas2EU",DEFA (100%),2021,,,,0.63,mtpa,0.63,Europe,Vasilikos,,,34.712094,33.301556,approximate,Pre-FID,,
T0434,0,T043400,https://www.gem.wiki/Paldiski_LNG_Terminal,Paldiski LNG Terminal,Import,Estonia,Proposed,Baltic Gaas,Alexela,2025,,,,1.8,mtpa,1.8,Europe,,Paldiski,Harju,59.38445,24.07494,exact,Pre-FID,,
T0436,0,T043600,https://www.gem.wiki/Tallinn_LNG_Terminal,Tallinn LNG Terminal,Import,Estonia,Shelved,"Muuga LNG, Vopak EOS, Vopak LNG, Port of Tallinn",Vopak; Government of Estonia,,,,,2.7,mtpa,2.7,Europe,Muuga Harbour,,Harju,59.50601,25.0045,exact,Pre-FID,,
T0438,0,T043800,https://www.gem.wiki/Hamina_LNG_Terminal,Hamina LNG Terminal,Import,Finland,Construction,,Haminan Energia; Alexela,2022,,,,0.1,mtpa,0.1,Europe,Port of Hamina,Hamina,Kymenlaakso,60.5183139,27.1608198,approximate,FID,2018,
T0440,0,T044000,https://www.gem.wiki/Pori_LNG_Terminal,Pori LNG Terminal,Import,Finland,Operating,,Gasum,2016,,,,0.1,mtpa,0.1,Europe,Port of Tahkoluoto,Pori,Satakunta,61.63817,21.39881,exact,FID,,
T0442,0,T044200,https://www.gem.wiki/Southern_Finland_LNG_Terminal,Southern Finland LNG Terminal,Import,Finland,Cancelled,,Gasum,,,,,,,--,Europe,,Ing�,Uusimaa,60.01371,23.95714,approximate,,,
T0444,0,T044400,https://www.gem.wiki/Tornio_Manga_LNG_Terminal,Tornio Manga LNG Terminal,Import,Finland,Operating,,Outokumpu Group (45%); SSAB (25%); Gasum (25%); EPV Energy (5%),2018,,,,0.4,mtpa,0.4,Europe,"Tornio harbour, Port of R�ytt�,",,,65.847366,24.152152,exact,FID,,
T0446,0,T044600,https://www.gem.wiki/Dunkirk_LNG_Terminal,Dunkirk LNG Terminal,Import,France,Operating,Dunkerque LNG Terminal,Fluxys (15.19%); Axa (13.08%); Credit Agricole Group (15.19%); Samsung (13.08%); IBK Securities (13.08%); Hanwha Investment and Securities (13.08%),2016,,,,9.6,mtpa,9.6,Europe,Dunkirk,Nord,Hauts-de-France,51.03361,2.19653,exact,FID,,
T0448,0,T044800,https://www.gem.wiki/Fos_Cavaou_LNG_Terminal,Fos Cavaou LNG Terminal,Import,France,Operating,,Engie (100%),2010,,,,6.6,mtpa,6.6,Europe,Fos-sur-Mer,Bouches-du-Rh�ne,Provence-Alpes-C�te d'Azur,43.41963,4.90102,exact,,,
T0448,1,T044801,https://www.gem.wiki/Fos_Cavaou_LNG_Terminal,Fos Cavaou LNG Terminal Expansion 1,Import,France,Proposed,,Engie (100%),2026,,,,2,mtpa,2,Europe,Fos-sur-Mer,Bouches-du-Rh�ne,Provence-Alpes-C�te d'Azur,43.41963,4.90102,exact,Pre-FID,,
T0448,2,T044802,https://www.gem.wiki/Fos_Cavaou_LNG_Terminal,Fos Cavaou LNG Terminal Expansion 2,Import,France,Proposed,,Engie (100%),2026,,,,4,mtpa,4,Europe,Fos-sur-Mer,Bouches-du-Rh�ne,Provence-Alpes-C�te d'Azur,43.41963,4.90102,exact,Pre-FID,,
T0450,0,T045000,https://www.gem.wiki/Fos_Lavera_Marseille_LNG_Terminal,Fos Lavera Marseille LNG Terminal,Import,France,Cancelled,Fos Faster,Vopak (90%); Shell plc (10%),,,,,5.4,mtpa,5.4,Europe,Fos-sur-Mer,Bouches-du-Rh�ne,Provence-Alpes-C�te d'Azur,43.40705,4.87237,exact,,,
T0452,0,T045200,https://www.gem.wiki/Fos_Tonkin_LNG_Terminal,Fos Tonkin LNG Terminal,Import,France,Operating,,Engie (100%),1972,,,,2.4,mtpa,2.4,Europe,Fos-sur-Mer,Bouches-du-Rh�ne,Provence-Alpes-C�te d'Azur,43.454,4.85167,exact,,,
T0454,0,T045400,https://www.gem.wiki/Le_Havre-Antifer_LNG_Terminal,Le Havre-Antifer LNG Terminal,Import,France,Cancelled,,Poweo (73%); CIM Group (27%),,,,,7,mtpa,7,Europe,Le Havre-Antifer oil refinery,Seine-Maritime,Normandy,49.65782,0.15421,approximate,,,
T0456,0,T045600,https://www.gem.wiki/Montoir_LNG_Terminal,Montoir LNG Terminal,Import,France,Operating,Montoir-de-Bretagne LNG Terminal,Engie (100%),1980,,,,8,mtpa,8,Europe,Montoir-de-Bretagne,Loire-Atlantique,Pays de la Loire,47.30296,-2.14278,exact,,,
T0456,1,T045601,https://www.gem.wiki/Montoir_LNG_Terminal,Montoir LNG Terminal Expansion,Import,France,Proposed,Montoir-de-Bretagne LNG Terminal,PipeChina (46%); Tianjin Port Group (40%); Tianjin Gas Group (9%); Tianjin Hengrongda Technology Company (5%),2023,,,,1.8,mtpa,1.8,Europe,Montoir-de-Bretagne,Loire-Atlantique,Pays de la Loire,47.30296,-2.14278,exact,Pre-FID,,
T0458,0,T045800,https://www.gem.wiki/Wilhelmshaven_FSRU_Terminal,Wilhelmshaven FSRU Terminal,Import,Germany,Proposed,,Mitsui Group,2024,,,2021,10,bcm/y,7.352941863,Europe,Wilhelmshaven,,Lower Saxony,53.516667,8.133333,approximate,,,yes
T0460,0,T046000,https://www.gem.wiki/Hamburg_LNG_Terminal,Brunsb�ttel LNG Terminal,Import,Germany,Proposed,"Hamburg LNG Terminal, German LNG Terminal",Gasunie; Oiltanking,2024,,,,8,bcm/y,5.88235349,Europe,Brunsb�ttel,,Hamburg,53.9140009,8.9760945,approximate,Pre-FID,,
T0462,0,T046200,https://www.gem.wiki/Revithoussa_LNG_Terminal,Revithoussa LNG Terminal,Import,Greece,Operating,,DEPA (100%),2000,,,,3.7,mtpa,3.7,Europe,Revithoussa Island,Megara Bay,Attica,37.96,23.4023,exact,,,
