Unit name,Unit name local script,Fuel type,Unit type,Country,"Subnational unit (province, state)",Latitude,Longitude,Location accuracy,Status,Status year,Discovery year,Production start year,Operator,Owner,Parent,Basin,Concession / block,Project or complex,GEM Unit ID,Government unit ID,Wiki URL
P11b-Van Ghent,,oil and gas,field,Netherlands,,52.367,3.407,exact,operating,2021,2008,2012,Dana Petroleum Netherlands B.V.,Dana Petroleum Netherlands B.V. [50%]; EBN B.V. [50%],Korea National Oil Corporation [50%]; Energie Beheer Nederland (EBN) [50%],,,,OG0001302,,https://www.gem.wiki/P11b-Van_Ghent_Oil_and_Gas_Field_(Netherlands)
P18-2,,oil and gas,field,Netherlands,,52.127,3.956,exact,operating,2021,1989,1993,TAQA Energy B.V.,,,,,,OG0001322,,https://www.gem.wiki/P18-2_Oil_and_Gas_Field_(Netherlands)
Q01-B,,oil and gas,field,Netherlands,,52.851,4.252,exact,operating,2021,2001,2003,Wintershall Noordzee B.V.,,,,,,OG0001332,,https://www.gem.wiki/Q01-B_Oil_and_Gas_Field_(Netherlands)
Q01-D,,oil and gas,field,Netherlands,,52.882,4.163,exact,operating,2021,2008,2014,Wintershall Noordzee B.V.,,,,,,OG0001333,,https://www.gem.wiki/Q01-D_Oil_and_Gas_Field_(Netherlands)
Q04-B,,oil and gas,field,Netherlands,,52.721,4.329,exact,operating,2021,1998,2002,Wintershall Noordzee B.V.,,,,,,OG0001337,,https://www.gem.wiki/Q04-B_Oil_and_Gas_Field_(Netherlands)
Q10-A,,oil and gas,field,Netherlands,,52.4965,4.2159,exact,operating,2021,1962,2019,Tulip Oil Netherlands B.V.,Tulip Oil Netherlands Offshore B.V [40%]; EBN B.V. [40%]; other [20%],Tulip Oil [40%]; Energie Beheer Nederland (EBN) [40%],,,,OG0001344,,https://www.gem.wiki/Q10-A_Oil_and_Gas_Field_(Netherlands)
Q13a-Amstel,,oil and gas,field,Netherlands,,52.19,4.141,exact,operating,2021,1962,2014,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [50%]; EBN B.V. [40%]; TAQA Offshore B.V. [10%],China Investment Corporation [24.5%]; The Carlyle Group [15.3%]; CVC Capital Partners [10.2%]; Energie Beheer Nederland (EBN) [40%]; TAQA (Abu Dhabi National Energy Company PJSC) [10%],,,,OG0001349,,https://www.gem.wiki/Q13a-Amstel_Oil_and_Gas_Field_(Netherlands)
Q16-FA,,oil and gas,field,Netherlands,,52.064,4.046,exact,operating,2021,1989,1998,ONE-Dyas B.V.,ONE-Dyas B.V. [41.7%]; other [58.3%],ONE-Dyas B.V. [41.7%],,,,OG0001351,,https://www.gem.wiki/Q16-FA_Oil_and_Gas_Field_(Netherlands)
S-Gravenzande,,oil and gas,field,Netherlands,,52.018,4.124,exact,operating,2021,1997,2002,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001419,,https://www.gem.wiki/S-Gravenzande_Oil_and_Gas_Field_(Netherlands)
Saaksum,,oil and gas,field,Netherlands,,53.328,6.371,exact,operating,2021,1993,1999,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001364,,https://www.gem.wiki/Saaksum_Oil_and_Gas_Field_(Netherlands)
Tietjerksteradeel,,oil and gas,field,Netherlands,,53.198,6.057,exact,operating,2021,1965,1974,Vermilion Energy Netherlands B.V.,Vermilion Energy Netherlands B.V. [100%],Vermilion Energy Inc. [100%],,,,OG0001384,,https://www.gem.wiki/Tietjerksteradeel_Oil_and_Gas_Field_(Netherlands)
Warffum,,oil and gas,field,Netherlands,,53.387,6.55,exact,operating,2021,1977,1986,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001396,,https://www.gem.wiki/Warffum_Oil_and_Gas_Field_(Netherlands)
Westbeemster,,oil and gas,field,Netherlands,,52.58,4.877,exact,operating,2021,1993,2007,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001403,,https://www.gem.wiki/Westbeemster_Oil_and_Gas_Field_(Netherlands)
Aasta Hansteen,,oil and gas,field,Norway,,67.0613,6.9882,exact,operating,2021,1997,2018,Equinor Energy AS,Equinor Energy AS [51%]; Wintershall DEA Norge AS [24%]; OMV (Norge) AS [15%]; ConocoPhillips Skandinavia AS [10%],Equinor ASA [51%]; BASF SE [24%]; OMV Aktiengesellschaft [15%]; ConocoPhillips [10%],,,,OG0004537,,https://www.gem.wiki/Aasta_Hansteen_Oil_and_Gas_Field_(Norway)
Alvheim,,oil and gas,field,Norway,,59.5469,2.0172,exact,operating,2021,1998,2008,Aker BP ASA,Aker BP ASA [65%]; ConocoPhillips Skandinavia AS [20%]; Lundin Energy Norway AS [15%],Aker [26%]; BP [19.5%]; Other [19.5%]; ConocoPhillips [20%]; Lundin Energy AB [15%],,,,OG0004510,,https://www.gem.wiki/Alvheim_Oil_and_Gas_Field_(Norway)
Balder,,oil and gas,field,Norway,,59.2258,2.4131,exact,operating,2021,1967,1991,V�r Energi AS,V�r Energi AS [90%]; Mime Petroleum AS [10%],Eni [62.9%]; HitecVision [27.2%]; Bluewater Energy [10%],,,,OG0001420,,https://www.gem.wiki/Balder_oil_field
Bauge,,oil and gas,field,Norway,,64.3493,7.46,exact,in development,2021,2013,,Equinor Energy AS,Equinor Energy AS [42.5%]; Wintershall DEA Norge AS [27.5%]; V�r Energi AS [17.5%]; Neptune Energy Norge AS [12.5%],Equinor ASA [42.5%]; BASF SE [27.5%]; Eni [12.2%]; HitecVision [5.3%]; China Investment Corporation [6.1%]; The Carlyle Group [3.8%]; CVC Capital Partners [2.5%],,,,OG0001421,,https://www.gem.wiki/Bauge_oil_field
Draugen,,oil and gas,field,Norway,,64.3324,7.756,exact,operating,2021,1984,1993,OKEA ASA,Petoro AS [47.9%]; OKEA ASA [44.6%]; Neptune Energy Norge AS [7.6%],Petoro AS [47.9%]; Bangchak/BCPR PTE. LTD. [20.7%]; China Investment Corporation [3.7%]; The Carlyle Group [2.3%]; CVC Capital Partners [1.6%],,,,OG0004514,,https://www.gem.wiki/Draugen_Oil_and_Gas_Field_(Norway)
Duva,,oil and gas,field,Norway,,61.4083,4.081,exact,in development,2021,2016,,Neptune Energy Norge AS,PGNiG Upstream Norway AS [30%]; Neptune Energy Norge AS [30%]; Idemitsu Petroleum Norge AS [30%]; Sval Energi AS [10%],"Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [30%]; China Investment Corporation [14.7%]; The Carlyle Group [9.2%]; CVC Capital Partners [6.1%]; Idemitsu Kosan Co.,Ltd [30%]; HitecVision [10%]",,,,OG0001422,,https://www.gem.wiki/Duva_oil_and_gas_field
Edvard Grieg,,oil and gas,field,Norway,,58.8491,2.2567,exact,operating,2021,2007,2015,Lundin Energy Norway AS,Lundin Energy Norway AS [65%]; OMV (Norge) AS [20%]; Wintershall DEA Norge AS [15%],Lundin Energy AB [65%]; OMV Aktiengesellschaft [20%]; BASF SE [15%],,,,OG0004530,,https://www.gem.wiki/Edvard_Grieg_Oil_and_Gas_Field_(Norway)
Ekofisk,,oil and gas,field,Norway,,56.5466,3.2183,exact,operating,2021,1969,1971,ConocoPhillips Skandinavia AS,TotalEnergies E&P Norge AS [39.9%]; ConocoPhillips Skandinavia AS [35.1%]; V�r Energi AS [12.4%]; Equinor Energy AS [7.6%]; Petoro AS [5%],TotalEnergies [39.9%]; ConocoPhillips [35.1%]; Eni [8.7%]; HitecVision [3.7%]; Equinor ASA [7.6%]; Petoro AS [5%],,,,OG0004527,,https://www.gem.wiki/Ekofisk_Oil_and_Gas_Field_(Norway)
Eldfisk,,oil and gas,field,Norway,,56.3968,3.258,exact,operating,2021,1970,1979,ConocoPhillips Skandinavia AS,TotalEnergies E&P Norge AS [39.9%]; ConocoPhillips Skandinavia AS [35.1%]; V�r Energi AS [12.4%]; Equinor Energy AS [7.6%]; Petoro AS [5%],TotalEnergies [39.9%]; ConocoPhillips [35.1%]; Eni [8.7%]; HitecVision [3.7%]; Equinor ASA [7.6%]; Petoro AS [5%],,,,OG0004541,,https://www.gem.wiki/Eldfisk_Oil_and_Gas_Field_(Norway)
Fenja,,oil and gas,field,Norway,,64.0289,6.751,exact,in development,2021,2014,,Neptune Energy Norge AS,V�r Energi AS [45%]; Neptune Energy Norge AS [30%]; Suncor Energy Norge AS [17.5%]; DNO Norge AS [7.5%],Eni [31.5%]; HitecVision [13.6%]; China Investment Corporation [14.7%]; The Carlyle Group [9.2%]; CVC Capital Partners [6.1%]; Suncor Energy Inc. [17.5%]; DNO ASA [7.5%],,,,OG0001423,,https://www.gem.wiki/Fenja_oil_and_gas_field
Fram,,oil and gas,field,Norway,,61.0461,3.5445,exact,operating,2021,1990,2003,Equinor Energy AS,Equinor Energy AS [45%]; V�r Energi AS [25%]; Neptune Energy Norge AS [15%]; Idemitsu Petroleum Norge AS [15%],"Equinor ASA [45%]; Eni [17.5%]; HitecVision [7.5%]; China Investment Corporation [7.3%]; The Carlyle Group [4.6%]; CVC Capital Partners [3.1%]; Idemitsu Kosan Co.,Ltd [15%]",,,,OG0004529,,https://www.gem.wiki/Fram_Oil_and_Gas_Field_(Norway)
Gina Krog,,oil and gas,field,Norway,,58.5746,1.6841,exact,operating,2021,1978,2017,Equinor Energy AS,Equinor Energy AS [58.7%]; KUFPEC Norway AS [30%]; PGNiG Upstream Norway AS [11.3%],Equinor ASA [58.7%]; Kuwait Petroleum Corporation [30%]; Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [11.3%],,,,OG0004536,,https://www.gem.wiki/Gina_Krog_Oil_and_Gas_Field_(Norway)
Gj�a,,oil and gas,field,Norway,,61.3544,3.9647,exact,operating,2021,1989,2010,Neptune Energy Norge AS,Neptune Energy Norge AS [30%]; Petoro AS [30%]; Wintershall DEA Norge AS [28%]; OKEA ASA [12%],China Investment Corporation [14.7%]; The Carlyle Group [9.2%]; CVC Capital Partners [6.1%]; Petoro AS [30%]; BASF SE [28%]; Bangchak/BCPR PTE. LTD. [5.6%],,,,OG0004524,,https://www.gem.wiki/Gj�a_Oil_and_Gas_Field_(Norway)
Goliat,,oil and gas,field,Norway,,71.2711,22.2951,exact,operating,2021,2000,2016,V�r Energi AS,V�r Energi AS [65%]; Equinor Energy AS [35%],Eni [45.4%]; HitecVision [19.6%]; Equinor ASA [35%],,,,OG0004544,,https://www.gem.wiki/Goliat_Oil_and_Gas_Field_(Norway)
Grane,,oil and gas,field,Norway,,59.1692,2.4888,exact,operating,2021,1991,1996,Equinor Energy AS,Equinor Energy AS [36.6%]; Petoro AS [28.9%]; V�r Energi AS [28.3%]; ConocoPhillips Skandinavia AS [6.2%],Equinor ASA [36.6%]; Petoro AS [28.9%]; Eni [19.8%]; HitecVision [8.5%]; ConocoPhillips [6.2%],,,,OG0004533,,https://www.gem.wiki/Grane_Oil_and_Gas_Field_(Norway)
Gudrun,,oil and gas,field,Norway,,58.8451,1.7554,exact,operating,2021,1975,2014,Equinor Energy AS,Equinor Energy AS [36%]; Neptune Energy Norge AS [25%]; OMV (Norge) AS [24%]; Repsol Norge AS [15%],Equinor ASA [36%]; China Investment Corporation [12.2%]; The Carlyle Group [7.6%]; CVC Capital Partners [5.1%]; OMV Aktiengesellschaft [24%]; Repsol SA [15%],,,,OG0004538,,https://www.gem.wiki/Gudrun_Oil_and_Gas_Field_(Norway)
Gullfaks,,oil and gas,field,Norway,,61.2025,2.2219,exact,operating,2021,1978,1986,Equinor Energy AS,Equinor Energy AS [51%]; Petoro AS [30%]; OMV (Norge) AS [19%],Equinor ASA [51%]; Petoro AS [30%]; OMV Aktiengesellschaft [19%],,,,OG0004513,,https://www.gem.wiki/Gullfaks_Oil_and_Gas_Field_(Norway)
Gullfaks S�r,,oil and gas,field,Norway,,61.0936,2.1434,exact,operating,2021,1978,1998,Equinor Energy AS,Equinor Energy AS [51%]; Petoro AS [30%]; OMV (Norge) AS [19%],Equinor ASA [51%]; Petoro AS [30%]; OMV Aktiengesellschaft [19%],,,,OG0004511,,https://www.gem.wiki/Gullfaks_S�r_Oil_and_Gas_Field_(Norway)
Hanz,,oil and gas,field,Norway,,59.0302,2.218,exact,in development,2021,1997,,Aker BP ASA,Equinor Energy AS [50%]; Aker BP ASA [35%]; Spirit Energy Norway AS [15%],Equinor ASA [50%]; Aker [14%]; BP [10.5%]; Other [10.5%]; Centrica PLC [15%],,,,OG0001424,,https://www.gem.wiki/Hanz_Oil_Field
Heidrun,,oil and gas,field,Norway,,65.3382,7.3211,exact,operating,2021,1985,1995,Equinor Energy AS,Petoro AS [57.8%]; ConocoPhillips Skandinavia AS [24%]; Equinor Energy AS [13%]; V�r Energi AS [5.2%],Petoro AS [57.8%]; ConocoPhillips [24%]; Equinor ASA [13%]; Eni [3.6%]; HitecVision [1.6%],,,,OG0004523,,https://www.gem.wiki/Heidrun_Oil_and_Gas_Field_(Norway)
Hod,,oil and gas,field,Norway,,56.1958,3.464,exact,shut in,2021,1974,1990,Aker BP ASA,Aker BP ASA [90%]; Pandion Energy AS [10%],Aker [36%]; BP [27%]; Other [27%]; Kerogen Capital [10%],,,,OG0001425,,https://www.gem.wiki/Hod_oil_field
Ivar Aasen,,oil and gas,field,Norway,,58.9209,2.2,exact,operating,2021,2008,2016,Aker BP ASA,Equinor Energy AS [41.5%]; Aker BP ASA [34.8%]; Spirit Energy Norway AS [12.3%]; Wintershall DEA Norge AS [6.5%]; Neptune Energy Norge AS [5%],Equinor ASA [41.5%]; Aker [13.9%]; BP [10.4%]; Other [10.4%]; Centrica PLC [12.3%]; BASF SE [6.5%]; China Investment Corporation [2.5%]; The Carlyle Group [1.5%]; CVC Capital Partners [1%],,,,OG0004531,,https://www.gem.wiki/Ivar_Aasen_Oil_and_Gas_Field_(Norway)
Johan Castberg,,oil and gas,field,Norway,,72.46,20.2,exact,in development,2021,2011,,Equinor Energy AS,Equinor Energy AS [50%]; V�r Energi AS [30%]; Petoro AS [20%],Equinor ASA [50%]; Eni [21%]; HitecVision [9.1%]; Petoro AS [20%],,,,OG0001426,,https://www.gem.wiki/Johan_Castberg_Project
Johan Sverdrup,,oil and gas,field,Norway,,58.8013,2.603,exact,operating,2021,2010,2019,Equinor Energy AS,Equinor Energy AS [42.6%]; Lundin Energy Norway AS [20%]; Petoro AS [17.4%]; Aker BP ASA [11.6%]; TotalEnergies E&P Norge AS [8.4%],Equinor ASA [42.6%]; Lundin Energy AB [20%]; Petoro AS [17.4%]; Aker [4.6%]; BP [3.5%]; Other [3.5%]; TotalEnergies [8.4%],,,,OG0001427,,https://www.gem.wiki/Johan_Sverdrup_oil_field
Knarr,,oil and gas,field,Norway,,61.8026,2.7645,exact,operating,2021,2008,2015,A/S Norske Shell,A/S Norske Shell [45%]; Wintershall DEA Norge AS [30%]; Idemitsu Petroleum Norge AS [25%],"Royal Dutch Shell [45%]; BASF SE [30%]; Idemitsu Kosan Co.,Ltd [25%]",,,,OG0004568,,https://www.gem.wiki/Knarr_Oil_and_Gas_Field_(Norway)
Kristin,,oil and gas,field,Norway,,64.9697,6.419,exact,operating,2021,1997,2005,Equinor Energy AS,Equinor Energy AS [55.3%]; Petoro AS [19.6%]; V�r Energi AS [19.1%]; TotalEnergies E&P Norge AS [6%],Equinor ASA [55.3%]; Petoro AS [19.6%]; Eni [13.4%]; HitecVision [5.8%]; TotalEnergies [6%],,,,OG0004517,,https://www.gem.wiki/Kristin_Oil_and_Gas_Field_(Norway)
Kvitebj�rn,,oil and gas,field,Norway,,61.0923,2.51,exact,operating,2021,1994,2004,Equinor Energy AS,Equinor Energy AS [39.6%]; Petoro AS [30%]; Spirit Energy Norway AS [19%]; PGNiG Upstream Norway AS [6.5%]; TotalEnergies E&P Norge AS [5%],Equinor ASA [39.6%]; Petoro AS [30%]; Centrica PLC [19%]; Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [6.5%]; TotalEnergies [5%],,,,OG0004520,,https://www.gem.wiki/Kvitebj�rn_Oil_and_Gas_Field_(Norway)
Maria,,oil and gas,field,Norway,,64.9616,6.9641,exact,operating,2021,2010,2018,Wintershall DEA Norge AS,Wintershall DEA Norge AS [50%]; Petoro AS [30%]; Spirit Energy Norway AS [20%],BASF SE [50%]; Petoro AS [30%]; Centrica PLC [20%],,,,OG0004546,,https://www.gem.wiki/Maria_Oil_and_Gas_Field_(Norway)
Martin Linge,,oil and gas,field,Norway,,60.5065,2.042,exact,operating,2021,1978,,Equinor Energy AS,Equinor Energy AS [70%]; Petoro AS [30%],Equinor ASA [70%]; Petoro AS [30%],,,,OG0001428,,https://www.gem.wiki/Martin_Linge_gas_field
Mikkel,,oil and gas,field,Norway,,64.6802,7.6691,exact,operating,2021,1987,2003,Equinor Energy AS,V�r Energi AS [48.4%]; Equinor Energy AS [44%]; Repsol Norge AS [7.7%],Eni [33.8%]; HitecVision [14.6%]; Equinor ASA [44%]; Repsol SA [7.7%],,,,OG0004547,,https://www.gem.wiki/Mikkel_Oil_and_Gas_Field_(Norway)
Njord,,oil and gas,field,Norway,,56.1958,3.464,exact,shut in,2020,1986,1997,Equinor Energy AS,Wintershall DEA Norge AS [50%]; Equinor Energy AS [27.5%]; Neptune Energy Norge AS [22.5%],BASF SE [50%]; Equinor ASA [27.5%]; China Investment Corporation [11%]; The Carlyle Group [6.9%]; CVC Capital Partners [4.6%],,,,OG0001429,,https://www.gem.wiki/Njord_oil_and_gas_field
Norne,,oil and gas,field,Norway,,66.0235,8.0815,exact,operating,2021,1992,1997,Equinor Energy AS,Petoro AS [54%]; Equinor Energy AS [39.1%]; V�r Energi AS [6.9%],Petoro AS [54%]; Equinor ASA [39.1%]; Eni [4.8%]; HitecVision [2.1%],,,,OG0004553,,https://www.gem.wiki/Norne_Oil_and_Gas_Field_(Norway)
Nova,,oil and gas,field,Norway,,61.2733,3.674,exact,in development,2021,2012,,Wintershall DEA Norge AS,Wintershall DEA Norge AS [45%]; Spirit Energy Norway AS [20%]; Edison Norge AS [15%]; Sval Energi AS [10%]; ONE-Dyas Norge AS [10%],BASF SE [45%]; Centrica PLC [20%]; Sval Energi [15%]; HitecVision [10%]; ONE-Dyas B.V. [10%],,,,OG0001430,,https://www.gem.wiki/Nova_oil_field
Oda,,oil and gas,field,Norway,,57.0691,3.0601,exact,operating,2021,2011,2019,Spirit Energy Norway AS,Spirit Energy Norway AS [40%]; Suncor Energy Norge AS [30%]; DNO Norge AS [15%]; Aker BP ASA [15%],Centrica PLC [40%]; Suncor Energy Inc. [30%]; DNO ASA [15%]; Aker [6%]; BP [4.5%]; Other [4.5%],,,,OG0004583,,https://www.gem.wiki/Oda_Oil_and_Gas_Field_(Norway)
Ormen Lange,,oil and gas,field,Norway,,63.4926,5.3495,exact,operating,2021,1997,2007,A/S Norske Shell,Petoro AS [36.5%]; Equinor Energy AS [25.4%]; A/S Norske Shell [17.8%]; INEOS E&P Norge AS [14%]; V�r Energi AS [6.3%],Petoro AS [36.5%]; Equinor ASA [25.4%]; Royal Dutch Shell [17.8%]; INEOS [14%]; Eni [4.4%]; HitecVision [1.9%],,,,OG0004501,,https://www.gem.wiki/Ormen_Lange_Oil_and_Gas_Field_(Norway)
Oseberg,,oil and gas,field,Norway,,60.525,2.7809,exact,operating,2021,1979,1986,Equinor Energy AS,Equinor Energy AS [49.3%]; Petoro AS [33.6%]; TotalEnergies E&P Norge AS [14.7%]; ConocoPhillips Skandinavia AS [2.4%],Equinor ASA [49.3%]; Petoro AS [33.6%]; TotalEnergies [14.7%]; ConocoPhillips [2.4%],,,,OG0004504,,https://www.gem.wiki/Oseberg_Oil_and_Gas_Field_(Norway)
Oseberg S�r,,oil and gas,field,Norway,,60.3791,2.8064,exact,operating,2021,1984,2000,Equinor Energy AS,Equinor Energy AS [49.3%]; Petoro AS [33.6%]; TotalEnergies E&P Norge AS [14.7%]; ConocoPhillips Skandinavia AS [2.4%],Equinor ASA [49.3%]; Petoro AS [33.6%]; TotalEnergies [14.7%]; ConocoPhillips [2.4%],,,,OG0004503,,https://www.gem.wiki/Oseberg_S�r_Oil_and_Gas_Field_(Norway)
Skarv,,oil and gas,field,Norway,,65.7368,7.6433,exact,operating,2021,1998,2013,Aker BP ASA,Equinor Energy AS [36.2%]; Wintershall DEA Norge AS [28.1%]; Aker BP ASA [23.8%]; PGNiG Upstream Norway AS [11.9%],Equinor ASA [36.2%]; BASF SE [28.1%]; Aker [9.5%]; BP [7.1%]; Other [7.1%]; Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [11.9%],,,,OG0004539,,https://www.gem.wiki/Skarv_Oil_and_Gas_Field_(Norway)
Sleipner Vest,,oil and gas,field,Norway,,58.4476,1.722,exact,operating,2021,1974,1996,Equinor Energy AS,Equinor Energy AS [58.4%]; V�r Energi AS [17.2%]; LOTOS Exploration and Production Norge AS [15%]; KUFPEC Norway AS [9.4%],Equinor ASA [58.4%]; Eni [12%]; HitecVision [5.2%]; Grupa LOTOS [15%]; Kuwait Petroleum Corporation [9.4%],,,,OG0004506,,https://www.gem.wiki/Sleipner_Vest_Oil_and_Gas_Field_(Norway)
Snorre,,oil and gas,field,Norway,,61.4891,2.1776,exact,operating,2021,1979,1992,Equinor Energy AS,Equinor Energy AS [33.3%]; Petoro AS [30%]; V�r Energi AS [18.6%]; Idemitsu Petroleum Norge AS [9.6%]; Wintershall DEA Norge AS [8.6%],"Equinor ASA [33.3%]; Petoro AS [30%]; Eni [13%]; HitecVision [5.6%]; Idemitsu Kosan Co.,Ltd [9.6%]; BASF SE [8.6%]",,,,OG0004505,,https://www.gem.wiki/Snorre_Oil_and_Gas_Field_(Norway)
Sn�hvit,,oil and gas,field,Norway,,71.4,20.5,exact,shut in,2020,1984,2007,Equinor Energy AS,Equinor Energy AS [36.8%]; Petoro AS [30%]; TotalEnergies E&P Norge AS [18.4%]; Neptune Energy Norge AS [12%]; Wintershall DEA Norge AS [2.8%],Equinor ASA [36.8%]; Petoro AS [30%]; TotalEnergies [18.4%]; China Investment Corporation [5.9%]; The Carlyle Group [3.7%]; CVC Capital Partners [2.4%]; BASF SE [2.8%],,,,OG0001431,,https://www.gem.wiki/Snohvit_LNG_Project
Solveig,,oil and gas,field,Norway,,58.6815,2.241,exact,in development,2021,2013,,Lundin Energy Norway AS,Lundin Energy Norway AS [65%]; OMV (Norge) AS [20%]; Wintershall DEA Norge AS [15%],Lundin Energy AB [65%]; OMV Aktiengesellschaft [20%]; BASF SE [15%],,,,OG0001432,,https://www.gem.wiki/Solveig_oil_field
Statfjord,,oil and gas,field,Norway,,61.2622,1.8663,exact,operating,2021,1974,1979,Equinor Energy AS,Equinor Energy AS [44.3%]; V�r Energi AS [21.4%]; Spirit Energy Norway AS [19.8%]; Spirit Energy Resources Limited [14.5%],Equinor ASA [44.3%]; Eni [15%]; HitecVision [6.5%]; Centrica PLC [19.8%]; Centrica PLC [14.5%],,,,OG0004508,,https://www.gem.wiki/Statfjord_Oil_and_Gas_Field_(Norway)
Trestakk,,oil and gas,field,Norway,,64.8562,6.811,exact,operating,2021,1986,2019,Equinor Energy AS,Equinor Energy AS [59.1%]; V�r Energi AS [40.9%],Equinor ASA [59.1%]; Eni [28.6%]; HitecVision [12.4%],,,,OG0004542,,https://www.gem.wiki/Trestakk_Oil_and_Gas_Field_(Norway)
Troll,,oil and gas,field,Norway,,60.7205,3.7039,exact,operating,2021,1979,1990,Equinor Energy AS,Petoro AS [56%]; Equinor Energy AS [30.6%]; A/S Norske Shell [8.1%]; TotalEnergies E&P Norge AS [3.7%]; ConocoPhillips Skandinavia AS [1.6%],Petoro AS [56%]; Equinor ASA [30.6%]; Royal Dutch Shell [8.1%]; TotalEnergies [3.7%]; ConocoPhillips [1.6%],,,,OG0004500,,https://www.gem.wiki/Troll_Oil_and_Gas_Field_(Norway)
Troll West,,oil and gas,field,Norway,,,,,in development,2021,1979,1995,Equinor Energy AS,Petoro AS [56%]; Equinor Energy AS [30.6%]; A/S Norske Shell [8.1%]; TotalEnergies E&P Norge AS [3.7%]; ConocoPhillips Skandinavia AS [1.6%],Petoro AS [56%]; Equinor ASA [30.6%]; Royal Dutch Shell [8.1%]; TotalEnergies [3.7%]; ConocoPhillips [1.6%],,,,OG0001433,,https://www.gem.wiki/Troll_oil_and_gas_field
Tyrihans,,oil and gas,field,Norway,,64.8276,7.0169,exact,operating,2021,1983,2009,Equinor Energy AS,Equinor Energy AS [58.8%]; TotalEnergies E&P Norge AS [23.2%]; V�r Energi AS [18%],Equinor ASA [58.8%]; TotalEnergies [23.2%]; Eni [12.6%]; HitecVision [5.4%],,,,OG0004521,,https://www.gem.wiki/Tyrihans_Oil_and_Gas_Field_(Norway)
Utgard,,oil and gas,field,Norway,,58.3705,1.5515,exact,operating,2021,1982,2019,Equinor Energy AS,Equinor Energy AS [38.4%]; Equinor UK Limited [38%]; LOTOS Exploration and Production Norge AS [17.4%]; KUFPEC Norway AS [6.2%],Equinor ASA [38.4%]; Equinor ASA [38%]; Grupa LOTOS [17.4%]; Kuwait Petroleum Corporation [6.2%],,,,OG0004554,,https://www.gem.wiki/Utgard_Oil_and_Gas_Field_(Norway)
Valemon,,oil and gas,field,Norway,,61.0378,2.3296,exact,operating,2021,1985,2015,Equinor Energy AS,Equinor Energy AS [66.8%]; Petoro AS [30%]; PGNiG Upstream Norway AS [3.2%],Equinor ASA [66.8%]; Petoro AS [30%]; Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [3.2%],,,,OG0004512,,https://www.gem.wiki/Valemon_Oil_and_Gas_Field_(Norway)
Valhall,,oil and gas,field,Norway,,56.2758,3.3938,exact,operating,2021,1975,1982,Aker BP ASA,Aker BP ASA [90%]; Pandion Energy AS [10%],Aker [36%]; BP [27%]; Other [27%]; Kerogen Capital [10%],,,,OG0004522,,https://www.gem.wiki/Valhall_Oil_and_Gas_Field_(Norway)
Vega,,oil and gas,field,Norway,,61.2501,3.3953,exact,operating,2021,1981,2010,Wintershall DEA Norge AS,Wintershall DEA Norge AS [56.7%]; Petoro AS [31.2%]; Spirit Energy Norway AS [5.5%]; Neptune Energy Norge AS [3.3%]; Idemitsu Petroleum Norge AS [3.3%],"BASF SE [56.7%]; Petoro AS [31.2%]; Centrica PLC [5.5%]; China Investment Corporation [1.6%]; The Carlyle Group [1%]; CVC Capital Partners [0.7%]; Idemitsu Kosan Co.,Ltd [3.3%]",,,,OG0004534,,https://www.gem.wiki/Vega_Oil_and_Gas_Field_(Norway)
Visund,,oil and gas,field,Norway,,61.3819,2.5022,exact,operating,2021,1986,1999,Equinor Energy AS,Equinor Energy AS [53.2%]; Petoro AS [30%]; ConocoPhillips Skandinavia AS [9.1%]; Repsol Norge AS [7.7%],Equinor ASA [53.2%]; Petoro AS [30%]; ConocoPhillips [9.1%]; Repsol SA [7.7%],,,,OG0004515,,https://www.gem.wiki/Visund_Oil_and_Gas_Field_(Norway)
Yme,,oil and gas,field,Norway,,57.8295,4.527,exact,in development,2021,1987,1996,Repsol Norge AS,Repsol Norge AS [55%]; LOTOS Exploration and Production Norge AS [20%]; OKEA ASA [15%]; KUFPEC Norway AS [10%],Repsol SA [55%]; Grupa LOTOS [20%]; Bangchak/BCPR PTE. LTD. [7%]; Kuwait Petroleum Corporation [10%],,,,OG0001434,,https://www.gem.wiki/Yme_oil_field
�sgard,,oil and gas,field,Norway,,65.0863,6.9259,exact,operating,2021,1981,1999,Equinor Energy AS,Petoro AS [35.7%]; Equinor Energy AS [34.6%]; V�r Energi AS [22.1%]; TotalEnergies E&P Norge AS [7.7%],Petoro AS [35.7%]; Equinor ASA [34.6%]; Eni [15.4%]; HitecVision [6.7%]; TotalEnergies [7.7%],,,,OG0004502,,https://www.gem.wiki/�sgard_Oil_and_Gas_Field_(Norway)
