ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,PipelineName,SegmentName,OtherNames,Parent,Status,StartYear1,StartYear2,StartYear3,StopYear,Capacity,CapacityUnits,CapacityBcm/y,LengthKnownKm,LengthEstimateKm,LengthMergedKm,Diameter,DiameterUnits,Source,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,EndPrefecture/District,EndState/Province,EndRegion,FID,FIDYear,WKTFormat
P2987,Gas,Spain,Spain,Spain,https://gem.wiki/Oviedo�Tuy_Gas_Pipeline,Oviedo�Tuy Gas Pipeline,,"Oviedo_Tuy0, Oviedo_Tuy1",Enag�s,Operating,,,,,,,--,--,397.6444667,397.6444667,,,,Oviedo,,,Europe,Tuy,,,Europe,,,"MULTILINESTRING((-8.21938 43.4897268688904, -8.14104 43.3981441204366, -8.04685 43.2661820052113, -7.89334 43.1822881105039, -7.6561 43.222978356455, -7.51654 43.2509371573015, -7.44677 43.309355012484, -7.17115 43.4918656269166, -6.95833 43.5045195582319, -6.82226 43.5197007753071, -6.72807 43.5121106441167, -6.35476 43.5146407939246, -6.21172 43.5222306068806, -5.847 43.399000001018), (-8.6398 42.0248023633699, -8.60289 42.0962139878445, -8.53329 42.1822298200297, -8.54199 42.2509583497628, -8.56809 42.332476316583, -8.58839 42.4074653043761, -8.59709 42.4802260145951, -8.57969 42.5144371070872, -8.59999 42.5699902108052, -8.59419 42.655359993672, -8.54199 42.6980009997459, -8.53329 42.7533905609568, -8.48689 42.7895800710436, -8.44339 42.825748434254, -8.37959 42.9489872014482, -8.34189 43.0825709853125, -8.31289 43.1439642547502, -8.21938 43.489727482963))"
P2988,Gas,Italy,Italy,Italy,https://gem.wiki/Palagiano�Bernalda_Gas_Pipeline,Palagiano�Bernalda Gas Pipeline,,Palagiano_Bernalda_1,Snam,Operating,,,,,,,--,--,38.52181937,38.52181937,20.0000108,in,,Bernalda,,,Europe,Palagiano,,,Europe,,,"LINESTRING(16.6888 40.4121, 16.7405 40.4118, 16.7966 40.4476, 16.7864 40.4637, 16.8689 40.5318, 16.9166 40.559, 16.9557 40.5709, 17.0382 40.5784)"
P2989,Gas,Italy,Italy,Italy,https://gem.wiki/Palagiano�Latiano_Gas_Pipeline,Palagiano�Latiano Gas Pipeline,,Palagiano_Latiano_1,Snam,Operating,,,,,,,--,--,57.63428037,57.63428037,17.9921357,in,,Latiano,,,Europe,Palagiano,,,Europe,,,"LINESTRING(17.0382 40.5784, 17.7178 40.5508)"
P2990,Gas,Italy,Italy,Italy,https://gem.wiki/Palmi�Messina_Gas_Pipeline,Palmi�Messina Gas Pipeline,,Palmi_Messina_1,Snam,Operating,,,,,,,--,--,35.40734409,35.40734409,26.00001404,in,,Messina,,,Europe,Palmi,,,Europe,,,"LINESTRING(15.8755 38.4163, 15.8168 38.4295, 15.7719 38.4332, 15.7545 38.4304, 15.7344 38.4249, 15.7033 38.4029, 15.6401 38.3599, 15.5998 38.3361, 15.5843 38.3032, 15.5888 38.2721)"
P2991,Gas,Italy,Italy,Italy,https://gem.wiki/Parma�Pontremoli_Gas_Pipeline,Parma�Pontremoli Gas Pipeline,,Parma_Pontremoli,Snam,Operating,,,,,,,--,--,80.99358396,80.99358396,30.0000162,in,,Pontremoli,,,Europe,Parma,,,Europe,,,"LINESTRING(10.3062 44.925, 10.2376 44.8392, 10.1687 44.7514, 10.1633 44.744, 10.1543 44.7386, 10.1388 44.73, 10.116 44.7203, 10.1074 44.7145, 10.1028 44.7103, 10.1004 44.7052, 10.0911 44.6992, 10.0861 44.6942, 10.0841 44.6913, 10.0835 44.688, 10.0822 44.6851, 10.0769 44.6806, 10.0684 44.677, 10.0643 44.675, 10.0601 44.6682, 10.0532 44.6584, 10.0456 44.6545, 10.0412 44.6502, 10.0392 44.6489, 10.0396 44.6448, 10.0392 44.6417, 10.0332 44.6374, 10.0272 44.6347, 10.0223 44.6318, 10.0184 44.6306, 10.0118 44.63, 10.0085 44.6293, 10.0027 44.6267, 9.9988 44.623, 9.9971 44.6195, 9.9947 44.6168, 9.9914 44.6164, 9.9858 44.6158, 9.9817 44.6149, 9.978 44.6112, 9.9749 44.6063, 9.9616 44.5969, 9.9572 44.5953, 9.9472 44.5901, 9.9426 44.5868, 9.9404 44.5831, 9.9422 44.5785, 9.9436 44.5764, 9.9445 44.5736, 9.9447 44.5714, 9.9432 44.5672, 9.9421 44.566, 9.9383 44.5637, 9.9354 44.5611, 9.9317 44.5569, 9.9301 44.5537, 9.9357 44.5475, 9.94 44.5443, 9.9426 44.5401, 9.9432 44.5377, 9.9452 44.5364, 9.9458 44.5347, 9.948 44.5335, 9.9496 44.5322, 9.9512 44.531, 9.9529 44.5297, 9.955 44.5274, 9.9555 44.5242, 9.9553 44.522, 9.9556 44.5209, 9.9586 44.5191, 9.9622 44.5177, 9.9633 44.5159, 9.9621 44.5141, 9.9605 44.5125, 9.9586 44.5109, 9.9569 44.5097, 9.9556 44.5089, 9.9532 44.5087, 9.951 44.5086, 9.9492 44.5077, 9.9482 44.5059, 9.9479 44.5051, 9.9477 44.5041, 9.9484 44.5035, 9.9492 44.503, 9.9507 44.5028, 9.9516 44.5026, 9.9526 44.5022, 9.9529 44.5016, 9.9521 44.4997, 9.9516 44.4997, 9.9516 44.4986, 9.9492 44.4948, 9.9457 44.4907, 9.9358 44.4834, 9.9342 44.4792, 9.9334 44.4739, 9.9325 44.4672, 9.931 44.4604, 9.9307 44.4562, 9.9314 44.4534, 9.9317 44.4496, 9.9126 44.4399, 9.9072 44.4396, 9.9013 44.4408, 9.8971 44.4406, 9.891 44.4373, 9.8879 44.4356, 9.8868 44.4335, 9.8865 44.43, 9.886 44.4262, 9.8846 44.4241, 9.882 44.4215, 9.8785 44.4199, 9.875 44.4178, 9.8738 44.4168, 9.8717 44.4142, 9.8672 44.4084, 9.8623 44.4039, 9.8592 44.4004, 9.8545 44.3964, 9.8508 44.3938, 9.8491 44.3919, 9.8487 44.39, 9.8489 44.3886, 9.8494 44.3865, 9.8501 44.3844, 9.8513 44.382, 9.8524 44.3809, 9.8538 44.3797, 9.8555 44.3785, 9.8576 44.3773, 9.8588 44.3771, 9.86 44.3766, 9.8611 44.3762, 9.8618 44.3759, 9.8637 44.3757, 9.8651 44.3754, 9.8663 44.3754, 9.8677 44.3752, 9.8708 44.3752, 9.8724 44.375, 9.8748 44.3747, 9.8771 44.3747, 9.8797 44.3745, 9.8804 44.3743, 9.8814 44.3729)"
P2992,Gas,Austria,Austria,Austria,https://gem.wiki/Penta-West_Gas_Pipeline,Penta-West Gas Pipeline,,"PENTA_West1, PENTA_West2",Gas Connect Austria GmbH,Operating,,,,,,,--,--,46.15613912,46.15613912,,,,Ried,,,Europe,Oberkappel,,,Europe,,,"MULTILINESTRING((13.48 48.21, 13.518 48.3036, 13.541 48.3301, 13.575 48.3597), (13.575 48.3597, 13.624 48.3985, 13.659 48.3993, 13.689 48.4265, 13.722 48.4528, 13.739 48.4687, 13.754 48.4841, 13.752 48.5544))"
P2993,Gas,Bulgaria,Bulgaria,Bulgaria,https://gem.wiki/Petrich�Dubnitza_Gas_Pipeline,Petrich�Dubnitza Gas Pipeline,,Petrich-Dubnitza,--,Operating,,,,,,,--,--,79.01266441,79.01266441,,,,Petrich,,,Europe,Dubnitza,,,Europe,,,"LINESTRING(23.2066849 41.5581081, 23.11 42.2658)"
P2994,Gas,Italy,Italy,Italy,https://gem.wiki/Pinto�Roccasecca_Gas_Pipeline,Pinto�Roccasecca Gas Pipeline,,Pinto_Roccasecca,Snam,Operating,,,,,,,--,--,167.2427774,167.2427774,20.0000108,in,,Roccasecca,,,Europe,Pinto,,,Europe,,,"LINESTRING(13.66 41.55, 13.6462 41.6069, 13.6222 41.6669, 13.6102 41.703, 13.5004 41.7905, 13.4575 41.8093, 13.4318 41.8471, 13.4077 41.8985, 13.4043 41.9208, 13.4077 41.9363, 13.4249 41.9586, 13.4661 41.9826, 13.4969 41.9946, 13.5484 41.9998, 13.5947 41.9998, 13.6153 41.998, 13.6513 41.9809, 13.6908 41.9929, 13.7337 42.0649, 13.7354 42.101, 13.7337 42.1198, 13.774 42.1538, 13.8165 42.1602, 13.8441 42.1496, 13.8717 42.1432, 13.912 42.175, 13.9396 42.2005, 13.9799 42.2196, 14.0075 42.226, 14.0309 42.243, 14.0606 42.2642, 14.1137 42.3003, 14.1222 42.3321, 14.1243 42.3703, 14.1094 42.4191, 14.1094 42.4743, 14.0797 42.5083, 14.0674 42.6063)"
P2995,Gas,Belgium,France,"Belgium, France",https://gem.wiki/Pitgam�Maldegem_Gas_Pipeline,Pitgam�Maldegem Gas Pipeline,,Pitgam_Maldegem,--,Operating,1993,,,,774.0200848,MMcf/d,8.005479372,--,85.50293459,85.50293459,35.43309,in,,Maldegem,,,Europe,Pitgam,,,Europe,,,"LINESTRING(3.46 51.192, 2.315596 50.926317)"
P2996,Gas,Slovenia,Slovenia,Slovenia,https://gem.wiki/Plavecky�Nitra_Gas_Pipeline,Plavecky�Nitra Gas Pipeline,,Transgas_41,--,Operating,,,,,,,--,--,62.82754494,62.82754494,35.43309,in,,Plavecky Peter,,,Europe,Nitra,,,Europe,,,"LINESTRING(17.316051 48.546336, 18.08 48.3)"
P2998,Gas,Romania,Romania,Romania,https://gem.wiki/Podisor�Giurgiu_Gas_Pipeline,Podisor�Giurgiu Gas Pipeline,,Podisor-Giurgiu,SNTGN Transgaz SA,Operating,,,,,,,--,--,57.89942168,57.89942168,,,,Podisor,,,Europe,Giurgiu,,,Europe,,,"LINESTRING(25.716 44.3876, 25.7514 44.2571, 25.8439 44.1638, 25.9607 43.9225, 25.9625 43.9046)"
P2999,Gas,Italy,Italy,Italy,https://gem.wiki/Poggio_Renatico�Cortemaggiore_Gas_Pipeline,Poggio Renatico�Cortemaggiore Gas Pipeline,,PoggioRenatico_Cortemaggiore,Snam,Operating,,,,,,,--,--,126.9590094,126.9590094,42.00002268,in,,Cortemaggiore,,,Europe,Poggio Renatico,,,Europe,,,"LINESTRING(9.9209 44.9911, 10.178 44.9823, 10.4077 44.9462, 10.5413 44.9125, 10.7349 44.8921, 10.848 44.874, 10.9502 44.8608, 11.026 44.8488, 11.0789 44.8295, 11.1391 44.8175, 11.2317 44.7898, 11.4864 44.7648)"
P3000,Gas,Italy,Italy,Italy,https://gem.wiki/Poggio_Renatico�Minerbio_Gas_Pipeline,Poggio Renatico�Minerbio Gas Pipeline,,PoggioRenatico_Minerbio_1,Snam,Operating,,,,,,,--,--,16.58324674,16.58324674,34.00001836,in,,Minerbio,,,Europe,Poggio Renatico,,,Europe,,,"LINESTRING(11.4864 44.7648, 11.498 44.6158)"
P3001,Gas,Italy,Italy,Italy,https://gem.wiki/Poirino�Alessandria_Gas_Pipeline,Poirino�Alessandria Gas Pipeline,,Poirino_Alessandria,Snam,Operating,,,,,,,--,--,64.64215497,64.64215497,22.00001188,in,,Alessandria,,,Europe,Poirino,,,Europe,,,"LINESTRING(8.6094 44.9001, 8.561 44.9103, 8.5023 44.9029, 8.4788 44.8956, 8.4245 44.9044, 8.3892 44.9176, 8.3643 44.9059, 8.3335 44.9029, 8.3041 44.9161, 8.2865 44.9352, 8.2513 44.9455, 8.2058 44.9455, 8.172 44.944, 8.1515 44.9367, 8.1118 44.9352, 8.0737 44.9396, 8.0399 44.9455, 8.0091 44.9528, 7.9445 44.9499, 7.8448 44.9188)"
P3003,Gas,Italy,Italy,Italy,https://gem.wiki/Pontremoli�La_Spezia_Gas_Pipeline,Pontremoli�La Spezia Gas Pipeline,,Pontremoli_LaSpezia,Snam,Operating,,,,,,,--,--,38.52182239,38.52182239,30.0000162,in,,La Spezia,,,Europe,Pontremoli,,,Europe,,,"LINESTRING(9.8814 44.3729, 9.8844 44.3706, 9.8843 44.3701, 9.884 44.3695, 9.8839 44.3691, 9.8838 44.3688, 9.8838 44.3684, 9.8837 44.3678, 9.8836 44.3649, 9.8844 44.3639, 9.885 44.363, 9.8876 44.3626, 9.8903 44.3632, 9.8921 44.3634, 9.8943 44.3629, 9.8956 44.3623, 9.8949 44.3602, 9.8948 44.3591, 9.8959 44.3581, 9.8969 44.3576, 9.8982 44.3564, 9.8996 44.3542, 9.9004 44.3521, 9.9035 44.3481, 9.9064 44.346, 9.9071 44.3433, 9.9066 44.3411, 9.9067 44.3383, 9.9077 44.3357, 9.9092 44.3334, 9.91 44.3316, 9.911 44.3296, 9.9138 44.3278, 9.9159 44.3265, 9.9188 44.3245, 9.9235 44.3213, 9.9268 44.3198, 9.9324 44.317, 9.9361 44.3142, 9.9388 44.3125, 9.9396 44.3114, 9.9395 44.3104, 9.9392 44.3092, 9.9389 44.3074, 9.9388 44.3062, 9.9388 44.3046, 9.939 44.3029, 9.9393 44.3014, 9.9396 44.2997, 9.9399 44.2984, 9.9402 44.297, 9.9405 44.2954, 9.9408 44.2943, 9.9412 44.2924, 9.9416 44.2916, 9.942 44.2909, 9.9423 44.2903, 9.9443 44.2881, 9.9455 44.2863, 9.9458 44.2852, 9.9454 44.2837, 9.9452 44.2823, 9.9453 44.2808, 9.9466 44.2797, 9.949 44.2793, 9.9496 44.278, 9.9504 44.2763, 9.9512 44.2749, 9.9517 44.2738, 9.9509 44.2729, 9.9506 44.2719, 9.9508 44.2711, 9.951 44.2705, 9.951 44.2701, 9.9494 44.2663, 9.9494 44.2638, 9.9501 44.2619, 9.951 44.2598, 9.9508 44.2587, 9.948 44.2571, 9.9466 44.2559, 9.9455 44.2543, 9.9443 44.2525, 9.9443 44.2508, 9.9448 44.249, 9.9466 44.2469, 9.9499 44.2455, 9.9508 44.2451, 9.9517 44.2437, 9.9524 44.2405, 9.9517 44.2372, 9.9513 44.2322, 9.9519 44.2289, 9.9547 44.2255, 9.9563 44.2236, 9.9575 44.2225, 9.9598 44.2204, 9.9607 44.2195, 9.9614 44.2185, 9.9623 44.216, 9.9628 44.2132, 9.9635 44.2123, 9.9639 44.2109, 9.9637 44.2084, 9.9619 44.2047, 9.96 44.2024, 9.9575 44.201, 9.954 44.2003, 9.951 44.1994, 9.9494 44.1987, 9.9478 44.1971, 9.9459 44.1959, 9.9439 44.1948, 9.9402 44.1927, 9.939 44.1916, 9.9379 44.1909, 9.9365 44.1897, 9.9312 44.1872, 9.9296 44.1867, 9.927 44.1858, 9.9247 44.1846, 9.9236 44.184, 9.9227 44.1826, 9.9224 44.1819, 9.9224 44.1814, 9.9187 44.172, 9.9141 44.166, 9.9097 44.1623, 9.9067 44.1604, 9.9037 44.157, 9.9028 44.1563, 9.9024 44.1528, 9.9012 44.1505, 9.9058 44.1447, 9.9026 44.139, 9.9007 44.1369, 9.8987 44.1351, 9.8957 44.1311, 9.895 44.127, 9.8934 44.1233, 9.8915 44.1214, 9.8878 44.1189, 9.8841 44.1175, 9.8802 44.1168, 9.8781 44.1164, 9.8751 44.1157, 9.8712 44.1148, 9.8673 44.1138, 9.8622 44.1131, 9.8585 44.1127, 9.8571 44.1125, 9.8537 44.1125, 9.847 44.1134, 9.838 44.116)"
P3004,Gas,Italy,Italy,Italy,https://gem.wiki/Porto_Viro�Cavarzere_Gas_Pipeline,Porto Viro�Cavarzere Gas Pipeline,,PortoViro_Cavarzere,Snam,Operating,,,,,,,--,--,15.58620371,15.58620371,30.0000162,in,,Cavarzere,,,Europe,Porto Viro,,,Europe,,,"LINESTRING(12.0802 45.1337, 12.22 45.0344)"
P3006,Gas,Spain,Spain,Spain,https://gem.wiki/Puertollano�Madrid_Gas_Pipeline,Puertollano�Madrid Gas Pipeline,,Puertollano_Madrid,Enag�s,Operating,,,,,,,--,--,181.76211,181.76211,,,,Puertollano,,,Europe,Madrid,,,Europe,,,"LINESTRING(-4.10729 38.6859884100714, -4.10104 38.708622037697, -4.03794 38.7448469019969, -3.94983 38.9145797110305, -3.90909 39.0704139279339, -3.92123 39.2368132867615, -3.82406 39.3433527720583, -3.82811 39.3715272633197, -3.84836 39.3934328999966, -3.84026 39.7709999727078, -3.84836 39.9233134214713, -3.75928 40.1000689674855, -3.71517 40.1493533710479, -3.69313 40.2059325600545, -3.681 40.2229997805436)"
P3007,Gas,Netherlands,Netherlands,Netherlands,https://gem.wiki/Puth_Schinnen�Bemelen_Gas_Pipeline,Puth Schinnen�Bemelen Gas Pipeline,,PuthSchinnen_Bemelen,--,Operating,,,,,,,--,--,15.08631378,15.08631378,,,,Puth Schinnen,,,Europe,Bemelen,,,Europe,,,"LINESTRING(5.8705487 50.9554323, 5.758 50.84)"
P3008,Gas,Latvia,Latvia,Latvia,https://gem.wiki/Rauna�Karksi_Gas_Pipeline,Rauna�Karksi Gas Pipeline,,Rauna-Karksi0,--,Operating,,,,,,,--,--,22.30588701,22.30588701,,,,Rauna,,,Europe,Valmiera,,,Europe,,,"LINESTRING(25.6 57.33, 25.58 57.53)"
P3009,Gas,Italy,Italy,Italy,https://gem.wiki/Ravenna_Mare�Rubicone_Gas_Pipeline,Ravenna Mare�Rubicone Gas Pipeline,,RavennaMare_Rubicone,Snam,Operating,,,,,,,--,--,36.58516087,36.58516087,25.984266,in,,Rubicone,,,Europe,Ravenna Mare,,,Europe,,,"LINESTRING(12.4005 44.0899, 12.3729 44.1943, 12.3525 44.2093, 12.301 44.2733, 12.2903 44.2981, 12.3027 44.3998)"
P3010,Gas,Italy,Italy,Italy,https://gem.wiki/Ravenna_Terra�Ravenna_Mare_Gas_Pipeline,Ravenna Terra�Ravenna Mare Gas Pipeline,,RavennaTerra_RavennaMare_1,Snam,Operating,,,,,,,--,--,1.913140031,1.913140031,24.00001296,in,,Ravenna Mare,,,Europe,Ravenna Terra,,,Europe,,,"LINESTRING(12.3027 44.3997, 12.3065 44.4167)"
P3011,Gas,Netherlands,Netherlands,Netherlands,https://gem.wiki/Ravenstein�Ewijk_Gas_Pipeline,Ravenstein�Ewijk Gas Pipeline,,Ravenstein_Ewijk_1,--,Operating,,,,,,,--,--,8.227902413,8.227902413,,,,Ravenstein,,,Europe,Ewijk,,,Europe,,,"LINESTRING(5.661435 51.78178, 5.722341 51.845368)"
P3012,Gas,Netherlands,Netherlands,Netherlands,https://gem.wiki/Ravenstein�Westerschelde_Oost_Gas_Pipeline,Ravenstein�Westerschelde Oost Gas Pipeline,,"Ravenstein_Westerschelde Oost0, Ravenstein_Westerschelde Oost1, Ravenstein_Westerschelde Oost2, Ravenstein_Westerschelde Oost3, Ravenstein_Westerschelde Oost4, Ravenstein_Westerschelde Oost5, Ravenstein_Westerschelde Oost6, Ravenstein_Westerschelde Oost7",--,Operating,,,,,,,--,--,119.1748932,119.1748932,,,,Ravenstein,,,Europe,Westerschelde Oost,,,Europe,,,"MULTILINESTRING((5.661435 51.78178, 5.513 51.76), (5.513 51.76, 5.41 51.66), (5.41 51.66, 5.195 51.52), (5.195 51.52, 5.13 51.52), (5.13 51.52, 4.9533065 51.4823836), (4.9533065 51.4823836, 4.679 51.51), (4.679 51.51, 4.34 51.387), (4.34 51.387, 4.22 51.34))"
P3013,Gas,Italy,Italy,Italy,https://gem.wiki/Recanati�Chieti_Gas_Pipeline,Recanati�Chieti Gas Pipeline,,Recanati_Chieti1,Snam,Operating,,,,,,,--,--,107.4355512,107.4355512,26.00001404,in,,Pinto,,,Europe,Recanati,,,Europe,,,"LINESTRING(14.0674 42.6064, 14.022 42.616, 13.9993 42.6237, 13.9689 42.6505, 13.9487 42.6601, 13.9391 42.672, 13.9391 42.6845, 13.9355 42.6899, 13.9194 42.6964, 13.9123 42.7143, 13.9332 42.7376, 13.9355 42.7495, 13.9343 42.762, 13.9308 42.7698, 13.932 42.7763, 13.9355 42.7865, 13.9308 42.7978, 13.926 42.8097, 13.9153 42.8223, 13.9033 42.8342, 13.9021 42.8479, 13.9081 42.8616, 13.9021 42.8855, 13.8855 42.895, 13.8801 42.9087, 13.8813 42.9284, 13.8688 42.9463, 13.8634 42.9493, 13.8699 42.9701, 13.8586 42.9886, 13.864 43.0017, 13.8515 43.0208, 13.8444 43.0494, 13.8444 43.058, 13.8444 43.0658, 13.8437 43.0801, 13.8416 43.0915, 13.8323 43.1036, 13.8344 43.1115, 13.8244 43.1315, 13.8102 43.1451, 13.8066 43.1493, 13.803 43.1572, 13.7987 43.1579, 13.7966 43.1643, 13.7873 43.17, 13.7631 43.1836, 13.7345 43.2357, 13.6039 43.32, 13.5589 43.3713, 13.5571 43.4023)"
P3014,Gas,Italy,Italy,Italy,https://gem.wiki/Recanati�Foligno_Gas_Pipeline,Recanati�Foligno Gas Pipeline,,Recanati_Foligno,Snam,Operating,,,,,,,--,--,96.83681646,96.83681646,24.00001296,in,,Foligno,,,Europe,Recanati,,,Europe,,,"LINESTRING(12.7 42.9485, 12.8112 42.9338, 12.9432 43.0328, 13.0312 43.0413, 13.0459 43.0645, 13.0618 43.1098, 13.0508 43.1574, 13.0754 43.1855, 13.1343 43.188, 13.211 43.2034, 13.2302 43.2303, 13.2584 43.2379, 13.3428 43.2597, 13.4017 43.2942, 13.4656 43.3364, 13.5571 43.4023)"
P3015,Gas,Italy,Italy,Italy,https://gem.wiki/Reggio_Calabria�Messina_Gas_Pipeline,Reggio Calabria�Messina Gas Pipeline,,ReggioCalabria_Messina_1,Snam,Operating,,,,,,,--,--,17.00657229,17.00657229,20.0000108,in,,Messina,,,Europe,Reggio Calabria,,,Europe,,,"LINESTRING(15.7535 38.2579, 15.7269 38.274, 15.7122 38.2916, 15.6868 38.2985, 15.6644 38.3014, 15.6185 38.2867, 15.5888 38.2721)"
P3017,Gas,Italy,Italy,Italy,https://gem.wiki/Rende�Maida_Gas_Pipeline,Rende�Maida Gas Pipeline,,Rende_MaidaSEufemia_1,Snam,Operating,,,,,,,--,--,60.53455258,60.53455258,47.9921519,in,,Maida S Eufemia,,,Europe,Rende,,,Europe,,,"LINESTRING(16.1848 39.3329, 16.1742 39.3066, 16.1692 39.2846, 16.1722 39.2716, 16.1852 39.2605, 16.2023 39.2535, 16.2273 39.2455, 16.2403 39.2415, 16.2574 39.2345, 16.2664 39.2285, 16.2714 39.2245, 16.2774 39.2195, 16.2804 39.2074, 16.2824 39.1964, 16.2824 39.1874, 16.2824 39.1824, 16.2774 39.1684, 16.2714 39.1564, 16.2624 39.1453, 16.2604 39.1413, 16.2564 39.1323, 16.2473 39.0832, 16.3646 38.859)"
P3018,Gas,Germany,Germany,Germany,https://gem.wiki/Rheinfeld�Wallbach_Gas_Pipeline,Rheinfeld�Wallbach Gas Pipeline,,Rheinfeld_Wallbach_Extra,--,Operating,,,,,,,--,--,2.164996302,2.164996302,,,,Rheinfelden,,,Europe,Wallbach,,,Europe,,,"LINESTRING(7.9 47.566, 7.88 47.58)"
P3019,Gas,Latvia,Latvia,Latvia,https://gem.wiki/Riga�Daugavpils_Gas_Pipeline,Riga�Daugavpils Gas Pipeline,,"Riga-Dougvapils0, Riga-Dougvapils1",AS Conexus Baltic Grid,Operating,,,,,,,--,--,218.8168017,218.8168017,,,,Riga,,,Europe,Jekabpils,,,Europe,,,"MULTILINESTRING((24.1788 56.9904, 24.6416 56.8773, 24.7848 56.7981, 24.9356 56.7649, 24.9484 56.7495, 24.9611 56.7214, 24.9842 56.6984, 25.0174 56.6907, 25.0557 56.6907, 25.0711 56.6984, 25.1247 56.7061, 25.158 56.7086, 25.1912 56.6907, 25.2066 56.6856, 25.2372 56.6831, 25.2986 56.6754, 25.3293 56.6779, 25.452 56.6473, 25.5261 56.614, 25.5644 56.5987, 25.7153 56.5987, 25.8073 56.5501, 25.8814 56.5271, 25.92 56.52), (25.92 56.52, 26.0366 56.4681, 26.059 56.4601, 26.0782 56.4393, 26.0854 56.4225, 26.1054 56.4129, 26.1398 56.3977, 26.1574 56.3905, 26.1758 56.3657, 26.1822 56.3521, 26.2559 56.3481, 26.3287 56.3369, 26.4671 56.2977, 26.4807 56.2649, 26.4943 56.2249, 26.5111 56.1736, 26.5272 56.1392, 26.5368 56.1272, 26.5352 56.1064, 26.5184 56.0968, 26.5103 56.088, 26.5399 55.874))"
